0,9
9,18
18,27
1,10
10,19
19,28
2,11
11,20
20,29
3,12
12,21
21,30
4,13
13,22
22,31
5,14
14,23
23,32
6,15
15,24
24,33
7,16
16,25
25,34
8,17
17,26
26,35
